;Pedido;Categoria;Cidade;Tipo Consumidor;Genero;Linha de Produtos;Preço Unitário;Quantidade;Taxa de 5%;Total;Data;Hora;Forma de Pagamento;CMV;(%)margem bruta;Renda Bruta;Classificação
310;532-59-7201;B;São Paulo;Membro;Masculino;Esportes e viagens;79.93;6;23.979;503.559;31/01/2019;14:04;Dinheiro;479.58;4.761.904.762;23.979;5.5
311;181-94-6432;C;Rio de Janeiro;Membro;Masculino;Acessórios de moda;69.33;2;6.933;145.593;05/02/2019;19:05;Débito;138.66;4.761.904.762;6.933;9.7
312;870-76-1733;A;Belo Horizonte;Membro;Feminino;Alimentos e bebidas;14.23;5;35.575;747.075;01/02/2019;10:08;Crédito;71.15;4.761.904.762;35.575;4.4
313;423-64-4619;A;Belo Horizonte;Membro;Feminino;Saúde e beleza;15.55;9;69.975;1.469.475;07/03/2019;13:12;Dinheiro;139.95;4.761.904.762;69.975;5
314;227-07-4446;C;Rio de Janeiro;Membro;Feminino;Acessórios eletrônicos;78.13;10;39.065;820.365;10/02/2019;20:51;Dinheiro;781.3;4.761.904.762;39.065;4.4
315;174-36-3675;C;Rio de Janeiro;Membro;Masculino;Alimentos e bebidas;99.37;2;9.937;208.677;14/02/2019;17:29;Dinheiro;198.74;4.761.904.762;9.937;5.2
316;428-83-5800;C;Rio de Janeiro;Membro;Feminino;Alimentos e bebidas;21.08;3;3.162;66.402;09/02/2019;10:25;Dinheiro;63.24;4.761.904.762;3.162;7.3
317;603-07-0961;C;Rio de Janeiro;Membro;Masculino;Acessórios eletrônicos;74.79;5;186.975;3.926.475;10/01/2019;11:34;Dinheiro;373.95;4.761.904.762;186.975;4.9
318;704-20-4138;C;Rio de Janeiro;Membro;Feminino;Saúde e beleza;29.67;7;103.845;2.180.745;11/03/2019;18:58;Crédito;207.69;4.761.904.762;103.845;8.1
319;787-15-1757;C;Rio de Janeiro;Membro;Masculino;Saúde e beleza;44.07;4;8.814;185.094;18/02/2019;16:28;Débito;176.28;4.761.904.762;8.814;8.4
320;649-11-3678;C;Rio de Janeiro;Normal;Feminino;Alimentos e bebidas;22.93;9;103.185;2.166.885;26/02/2019;20:26;Dinheiro;206.37;4.761.904.762;103.185;5.5
321;622-20-1945;C;Rio de Janeiro;Normal;Feminino;Saúde e beleza;39.42;1;1.971;41.391;18/01/2019;15:08;Dinheiro;39.42;4.761.904.762;1.971;8.4
322;372-94-8041;A;Belo Horizonte;Normal;Masculino;Saúde e beleza;15.26;6;4.578;96.138;15/02/2019;18:03;Débito;91.56;4.761.904.762;4.578;9.8
323;563-91-7120;A;Belo Horizonte;Normal;Feminino;Acessórios de moda;61.77;5;154.425;3.242.925;08/03/2019;13:21;Dinheiro;308.85;4.761.904.762;154.425;6.7
324;746-54-5508;A;Belo Horizonte;Normal;Masculino;Casa e estilo de vida;21.52;6;6.456;135.576;17/01/2019;12:48;Crédito;129.12;4.761.904.762;6.456;9.4
325;276-54-0879;B;São Paulo;Normal;Masculino;Esportes e viagens;97.74;4;19.548;410.508;12/03/2019;19:53;Débito;390.96;4.761.904.762;19.548;6.4
326;815-11-1168;A;Belo Horizonte;Membro;Masculino;Alimentos e bebidas;99.78;5;24.945;523.845;09/03/2019;19:09;Dinheiro;498.9;4.761.904.762;24.945;5.4
327;719-76-3868;C;Rio de Janeiro;Membro;Masculino;Alimentos e bebidas;94.26;4;18.852;395.892;12/03/2019;16:30;Dinheiro;377.04;4.761.904.762;18.852;8.6
328;730-61-8757;B;São Paulo;Membro;Masculino;Saúde e beleza;51.13;4;10.226;214.746;25/01/2019;10:11;Crédito;204.52;4.761.904.762;10.226;4
329;340-66-0321;A;Belo Horizonte;Membro;Masculino;Acessórios eletrônicos;36.36;4;7.272;152.712;25/03/2019;13:07;Dinheiro;145.44;4.761.904.762;7.272;7.6
330;868-81-1752;B;São Paulo;Normal;Masculino;Casa e estilo de vida;22.02;9;9.909;208.089;07/02/2019;18:48;Dinheiro;198.18;4.761.904.762;9.909;6.8
331;634-97-8956;A;Belo Horizonte;Normal;Masculino;Alimentos e bebidas;32.9;3;4.935;103.635;17/02/2019;17:27;Crédito;98.7;4.761.904.762;4.935;9.1
332;566-71-1091;A;Belo Horizonte;Normal;Masculino;Acessórios de moda;77.02;5;19.255;404.355;03/02/2019;15:59;Dinheiro;385.1;4.761.904.762;19.255;5.5
333;442-48-3607;A;Belo Horizonte;Membro;Masculino;Alimentos e bebidas;23.48;2;2.348;49.308;14/03/2019;11:21;Crédito;46.96;4.761.904.762;2.348;7.9
334;835-16-0096;C;Rio de Janeiro;Membro;Masculino;Esportes e viagens;14.7;5;3.675;77.175;24/03/2019;13:48;Débito;73.5;4.761.904.762;3.675;8.5
335;527-09-6272;A;Belo Horizonte;Membro;Feminino;Acessórios eletrônicos;28.45;5;71.125;1.493.625;21/03/2019;10:17;Crédito;142.25;4.761.904.762;71.125;9.1
336;898-04-2717;A;Belo Horizonte;Normal;Masculino;Acessórios de moda;76.4;9;34.38;721.98;19/03/2019;15:49;Débito;687.6;4.761.904.762;34.38;7.5
337;692-27-8933;B;São Paulo;Normal;Feminino;Esportes e viagens;57.95;6;17.385;365.085;24/02/2019;13:02;Dinheiro;347.7;4.761.904.762;17.385;5.2
338;633-09-3463;C;Rio de Janeiro;Normal;Feminino;Acessórios eletrônicos;47.65;3;71.475;1.500.975;28/03/2019;12:58;Crédito;142.95;4.761.904.762;71.475;9.5
339;374-17-3652;B;São Paulo;Membro;Feminino;Alimentos e bebidas;42.82;9;19.269;404.649;05/02/2019;15:26;Crédito;385.38;4.761.904.762;19.269;8.9
340;378-07-7001;B;São Paulo;Membro;Masculino;Acessórios eletrônicos;48.09;3;72.135;1.514.835;10/02/2019;18:23;Crédito;144.27;4.761.904.762;72.135;7.8
341;433-75-6987;B;São Paulo;Membro;Feminino;Saúde e beleza;55.97;7;195.895;4.113.795;05/03/2019;19:06;Débito;391.79;4.761.904.762;195.895;8.9
342;873-95-4984;B;São Paulo;Membro;Feminino;Saúde e beleza;76.9;7;26.915;565.215;15/02/2019;20:21;Dinheiro;538.3;4.761.904.762;26.915;7.7
343;416-13-5917;C;Rio de Janeiro;Normal;Feminino;Alimentos e bebidas;97.03;5;242.575;5.094.075;30/01/2019;16:24;Débito;485.15;4.761.904.762;242.575;9.3
344;150-89-8043;A;Belo Horizonte;Normal;Masculino;Esportes e viagens;44.65;3;66.975;1.406.475;14/02/2019;15:04;Dinheiro;133.95;4.761.904.762;66.975;6.2
345;135-84-8019;A;Belo Horizonte;Normal;Feminino;Acessórios de moda;77.93;9;350.685;7.364.385;27/02/2019;16:10;Débito;701.37;4.761.904.762;350.685;7.6
346;441-94-7118;A;Belo Horizonte;Membro;Masculino;Acessórios eletrônicos;71.95;1;35.975;755.475;04/02/2019;12:14;Dinheiro;71.95;4.761.904.762;35.975;7.3
347;725-96-3778;C;Rio de Janeiro;Membro;Feminino;Casa e estilo de vida;89.25;8;35.7;749.7;20/01/2019;10:13;Dinheiro;714;4.761.904.762;35.7;4.7
348;531-80-1784;A;Belo Horizonte;Normal;Masculino;Acessórios eletrônicos;26.02;7;9.107;191.247;28/03/2019;17:38;Dinheiro;182.14;4.761.904.762;9.107;5.1
349;400-45-1220;B;São Paulo;Normal;Feminino;Saúde e beleza;13.5;10;6.75;141.75;27/02/2019;11:06;Crédito;135;4.761.904.762;6.75;4.8
350;860-79-0874;C;Rio de Janeiro;Membro;Feminino;Acessórios de moda;99.3;10;49.65;1042.65;15/02/2019;14:53;Crédito;993;4.761.904.762;49.65;6.6
351;834-61-8124;A;Belo Horizonte;Normal;Masculino;Acessórios eletrônicos;51.69;7;180.915;3.799.215;26/01/2019;18:22;Dinheiro;361.83;4.761.904.762;180.915;5.5
352;115-99-4379;B;São Paulo;Membro;Feminino;Acessórios de moda;54.73;7;191.555;4.022.655;14/03/2019;19:02;Crédito;383.11;4.761.904.762;191.555;8.5
353;565-67-6697;B;São Paulo;Membro;Masculino;Casa e estilo de vida;27;9;12.15;255.15;02/03/2019;14:16;Dinheiro;243;4.761.904.762;12.15;4.8
354;320-49-6392;C;Rio de Janeiro;Normal;Feminino;Acessórios eletrônicos;30.24;1;1.512;31.752;04/03/2019;15:44;Dinheiro;30.24;4.761.904.762;1.512;8.4
355;889-04-9723;B;São Paulo;Membro;Feminino;Alimentos e bebidas;89.14;4;17.828;374.388;07/01/2019;12:20;Crédito;356.56;4.761.904.762;17.828;7.8
356;632-90-0281;C;Rio de Janeiro;Normal;Feminino;Acessórios de moda;37.55;10;18.775;394.275;08/03/2019;20:01;Crédito;375.5;4.761.904.762;18.775;9.3
357;554-42-2417;C;Rio de Janeiro;Normal;Feminino;Esportes e viagens;95.44;10;47.72;1002.12;09/01/2019;13:45;Dinheiro;954.4;4.761.904.762;47.72;5.2
358;453-63-6187;B;São Paulo;Normal;Masculino;Acessórios eletrônicos;27.5;3;4.125;86.625;01/03/2019;15:40;Débito;82.5;4.761.904.762;4.125;6.5
359;578-80-7669;B;São Paulo;Normal;Masculino;Esportes e viagens;74.97;1;37.485;787.185;16/03/2019;16:58;Dinheiro;74.97;4.761.904.762;37.485;5.6
360;612-36-5536;A;Belo Horizonte;Membro;Masculino;Alimentos e bebidas;80.96;8;32.384;680.064;17/02/2019;11:12;Crédito;647.68;4.761.904.762;32.384;7.4
361;605-72-4132;C;Rio de Janeiro;Normal;Feminino;Alimentos e bebidas;94.47;8;37.788;793.548;27/02/2019;15:12;Dinheiro;755.76;4.761.904.762;37.788;9.1
362;471-41-2823;C;Rio de Janeiro;Normal;Masculino;Alimentos e bebidas;99.79;2;9.979;209.559;07/03/2019;20:37;Débito;199.58;4.761.904.762;9.979;8
363;462-67-9126;A;Belo Horizonte;Normal;Masculino;Casa e estilo de vida;73.22;6;21.966;461.286;21/01/2019;17:44;Dinheiro;439.32;4.761.904.762;21.966;7.2
364;272-27-9238;C;Rio de Janeiro;Normal;Feminino;Alimentos e bebidas;41.24;4;8.248;173.208;19/02/2019;16:23;Dinheiro;164.96;4.761.904.762;8.248;7.1
365;834-25-9262;C;Rio de Janeiro;Normal;Feminino;Acessórios de moda;81.68;4;16.336;343.056;06/01/2019;12:12;Dinheiro;326.72;4.761.904.762;16.336;9.1
366;122-61-9553;C;Rio de Janeiro;Normal;Feminino;Acessórios eletrônicos;51.32;9;23.094;484.974;14/03/2019;19:33;Dinheiro;461.88;4.761.904.762;23.094;5.6
367;468-88-0009;A;Belo Horizonte;Membro;Masculino;Casa e estilo de vida;65.94;4;13.188;276.948;24/03/2019;10:29;Dinheiro;263.76;4.761.904.762;13.188;6
368;613-59-9758;C;Rio de Janeiro;Normal;Feminino;Esportes e viagens;14.36;10;7.18;150.78;27/01/2019;14:28;Dinheiro;143.6;4.761.904.762;7.18;5.4
369;254-31-0042;A;Belo Horizonte;Membro;Masculino;Acessórios eletrônicos;21.5;9;9.675;203.175;06/03/2019;12:46;Crédito;193.5;4.761.904.762;9.675;7.8
370;201-86-2184;B;São Paulo;Membro;Feminino;Acessórios eletrônicos;26.26;7;9.191;193.011;02/02/2019;19:40;Dinheiro;183.82;4.761.904.762;9.191;9.9
371;261-12-8671;B;São Paulo;Normal;Feminino;Acessórios de moda;60.96;2;6.096;128.016;25/01/2019;19:39;Crédito;121.92;4.761.904.762;6.096;4.9
372;730-70-9830;C;Rio de Janeiro;Normal;Feminino;Casa e estilo de vida;70.11;6;21.033;441.693;14/03/2019;17:54;Débito;420.66;4.761.904.762;21.033;5.2
373;382-25-8917;C;Rio de Janeiro;Normal;Masculino;Acessórios de moda;42.08;6;12.624;265.104;29/01/2019;12:25;Dinheiro;252.48;4.761.904.762;12.624;8.9
374;422-29-8786;A;Belo Horizonte;Normal;Feminino;Casa e estilo de vida;67.09;5;167.725;3.522.225;03/01/2019;16:47;Crédito;335.45;4.761.904.762;167.725;9.1
375;667-23-5919;A;Belo Horizonte;Membro;Feminino;Acessórios de moda;96.7;5;24.175;507.675;14/01/2019;12:52;Débito;483.5;4.761.904.762;24.175;7
376;843-01-4703;B;São Paulo;Membro;Feminino;Casa e estilo de vida;35.38;9;15.921;334.341;05/01/2019;19:50;Crédito;318.42;4.761.904.762;15.921;9.6
377;743-88-1662;C;Rio de Janeiro;Normal;Masculino;Esportes e viagens;95.49;7;334.215;7.018.515;22/02/2019;18:17;Débito;668.43;4.761.904.762;334.215;8.7
378;595-86-2894;C;Rio de Janeiro;Membro;Masculino;Acessórios de moda;96.98;4;19.396;407.316;06/02/2019;17:20;Débito;387.92;4.761.904.762;19.396;9.4
379;182-69-8360;B;São Paulo;Normal;Feminino;Acessórios eletrônicos;23.65;4;4.73;99.33;30/01/2019;13:32;Crédito;94.6;4.761.904.762;4.73;4
380;289-15-7034;A;Belo Horizonte;Membro;Masculino;Esportes e viagens;82.33;4;16.466;345.786;11/01/2019;10:37;Crédito;329.32;4.761.904.762;16.466;7.5
381;462-78-5240;C;Rio de Janeiro;Normal;Feminino;Acessórios eletrônicos;26.61;2;2.661;55.881;19/03/2019;14:35;Dinheiro;53.22;4.761.904.762;2.661;4.2
382;868-52-7573;B;São Paulo;Normal;Feminino;Alimentos e bebidas;99.69;5;249.225;5.233.725;14/01/2019;12:09;Dinheiro;498.45;4.761.904.762;249.225;9.9
383;153-58-4872;C;Rio de Janeiro;Membro;Feminino;Alimentos e bebidas;74.89;4;14.978;314.538;01/03/2019;15:32;Débito;299.56;4.761.904.762;14.978;4.2
384;662-72-2873;A;Belo Horizonte;Normal;Feminino;Alimentos e bebidas;40.94;5;10.235;214.935;06/01/2019;13:58;Débito;204.7;4.761.904.762;10.235;9.9
385;525-88-7307;B;São Paulo;Membro;Masculino;Esportes e viagens;75.82;1;3.791;79.611;31/01/2019;13:19;Dinheiro;75.82;4.761.904.762;3.791;5.8
386;689-16-9784;C;Rio de Janeiro;Normal;Masculino;Alimentos e bebidas;46.77;6;14.031;294.651;11/03/2019;13:37;Dinheiro;280.62;4.761.904.762;14.031;6
387;725-56-0833;A;Belo Horizonte;Normal;Feminino;Saúde e beleza;32.32;10;16.16;339.36;20/02/2019;16:49;Crédito;323.2;4.761.904.762;16.16;10
388;394-41-0748;C;Rio de Janeiro;Membro;Feminino;Acessórios de moda;54.07;9;243.315;5.109.615;27/01/2019;14:55;Débito;486.63;4.761.904.762;243.315;9.5
389;596-42-3999;B;São Paulo;Normal;Masculino;Alimentos e bebidas;18.22;7;6.377;133.917;10/03/2019;14:04;Crédito;127.54;4.761.904.762;6.377;6.6
390;541-89-9860;C;Rio de Janeiro;Membro;Feminino;Acessórios de moda;80.48;3;12.072;253.512;15/02/2019;12:31;Dinheiro;241.44;4.761.904.762;12.072;8.1
391;173-82-9529;B;São Paulo;Normal;Feminino;Acessórios de moda;37.95;10;18.975;398.475;26/01/2019;14:51;Dinheiro;379.5;4.761.904.762;18.975;9.7
392;563-36-9814;A;Belo Horizonte;Membro;Masculino;Acessórios eletrônicos;76.82;1;3.841;80.661;13/02/2019;18:27;Débito;76.82;4.761.904.762;3.841;7.2
393;308-47-4913;A;Belo Horizonte;Membro;Feminino;Esportes e viagens;52.26;10;26.13;548.73;09/03/2019;12:45;Crédito;522.6;4.761.904.762;26.13;6.2
394;885-17-6250;A;Belo Horizonte;Normal;Feminino;Saúde e beleza;79.74;1;3.987;83.727;06/03/2019;10:36;Débito;79.74;4.761.904.762;3.987;7.3
395;726-27-2396;A;Belo Horizonte;Normal;Feminino;Saúde e beleza;77.5;5;19.375;406.875;24/01/2019;20:36;Débito;387.5;4.761.904.762;19.375;4.3
396;316-01-3952;A;Belo Horizonte;Normal;Feminino;Alimentos e bebidas;54.27;5;135.675;2.849.175;13/03/2019;14:16;Débito;271.35;4.761.904.762;135.675;4.6
397;760-54-1821;B;São Paulo;Normal;Masculino;Casa e estilo de vida;13.59;9;61.155;1.284.255;15/03/2019;10:26;Dinheiro;122.31;4.761.904.762;61.155;5.8
398;793-10-3222;B;São Paulo;Membro;Feminino;Saúde e beleza;41.06;6;12.318;258.678;05/03/2019;13:30;Crédito;246.36;4.761.904.762;12.318;8.3
399;346-12-3257;B;São Paulo;Membro;Masculino;Acessórios eletrônicos;19.24;9;8.658;181.818;04/03/2019;16:28;Dinheiro;173.16;4.761.904.762;8.658;8
400;110-05-6330;C;Rio de Janeiro;Normal;Feminino;Alimentos e bebidas;39.43;6;11.829;248.409;25/03/2019;20:18;Crédito;236.58;4.761.904.762;11.829;9.4
401;651-61-0874;C;Rio de Janeiro;Normal;Masculino;Casa e estilo de vida;46.22;4;9.244;194.124;12/03/2019;20:04;Crédito;184.88;4.761.904.762;9.244;6.2
402;236-86-3015;C;Rio de Janeiro;Membro;Masculino;Casa e estilo de vida;13.98;1;0.699;14.679;04/02/2019;13:38;Débito;13.98;4.761.904.762;0.699;9.8
403;831-64-0259;B;São Paulo;Normal;Feminino;Acessórios de moda;39.75;5;99.375;2.086.875;22/02/2019;10:43;Débito;198.75;4.761.904.762;99.375;9.6
404;587-03-7455;C;Rio de Janeiro;Membro;Feminino;Acessórios de moda;97.79;7;342.265;7.187.565;16/02/2019;17:30;Débito;684.53;4.761.904.762;342.265;4.9
405;882-40-4577;A;Belo Horizonte;Membro;Masculino;Esportes e viagens;67.26;4;13.452;282.492;19/01/2019;15:28;Crédito;269.04;4.761.904.762;13.452;8
406;732-67-5346;A;Belo Horizonte;Normal;Masculino;Alimentos e bebidas;13.79;5;34.475;723.975;11/01/2019;19:07;Crédito;68.95;4.761.904.762;34.475;7.8
407;725-32-9708;B;São Paulo;Membro;Feminino;Acessórios de moda;68.71;4;13.742;288.582;04/01/2019;19:01;Dinheiro;274.84;4.761.904.762;13.742;4.1
408;256-08-8343;A;Belo Horizonte;Normal;Feminino;Casa e estilo de vida;56.53;4;11.306;237.426;04/03/2019;19:48;Débito;226.12;4.761.904.762;11.306;5.5
409;372-26-1506;C;Rio de Janeiro;Normal;Feminino;Acessórios de moda;23.82;5;5.955;125.055;28/01/2019;19:24;Débito;119.1;4.761.904.762;5.955;5.4
410;244-08-0162;B;São Paulo;Normal;Feminino;Saúde e beleza;34.21;10;17.105;359.205;02/01/2019;13:00;Dinheiro;342.1;4.761.904.762;17.105;5.1
411;569-71-4390;B;São Paulo;Normal;Masculino;Esportes e viagens;21.87;2;2.187;45.927;25/01/2019;14:29;Débito;43.74;4.761.904.762;2.187;6.9
412;132-23-6451;A;Belo Horizonte;Membro;Masculino;Saúde e beleza;20.97;5;52.425;1.100.925;04/01/2019;13:21;Dinheiro;104.85;4.761.904.762;52.425;7.8
413;696-90-2548;A;Belo Horizonte;Normal;Masculino;Esportes e viagens;25.84;3;3.876;81.396;10/03/2019;18:55;Débito;77.52;4.761.904.762;3.876;6.6
414;472-15-9636;A;Belo Horizonte;Normal;Masculino;Casa e estilo de vida;50.93;8;20.372;427.812;22/03/2019;19:36;Débito;407.44;4.761.904.762;20.372;9.2
415;268-03-6164;B;São Paulo;Normal;Masculino;Saúde e beleza;96.11;1;48.055;1.009.155;25/01/2019;16:28;Débito;96.11;4.761.904.762;48.055;7.8
416;750-57-9686;C;Rio de Janeiro;Normal;Feminino;Casa e estilo de vida;45.38;4;9.076;190.596;08/01/2019;13:48;Crédito;181.52;4.761.904.762;9.076;8.7
417;186-09-3669;C;Rio de Janeiro;Membro;Feminino;Saúde e beleza;81.51;1;40.755;855.855;22/01/2019;10:57;Débito;81.51;4.761.904.762;40.755;9.2
418;848-07-1692;B;São Paulo;Normal;Feminino;Saúde e beleza;57.22;2;5.722;120.162;12/01/2019;17:13;Débito;114.44;4.761.904.762;5.722;8.3
419;745-71-3520;A;Belo Horizonte;Membro;Feminino;Acessórios eletrônicos;25.22;7;8.827;185.367;04/02/2019;10:23;Dinheiro;176.54;4.761.904.762;8.827;8.2
420;266-76-6436;C;Rio de Janeiro;Membro;Feminino;Alimentos e bebidas;38.6;3;5.79;121.59;28/03/2019;13:57;Débito;115.8;4.761.904.762;5.79;7.5
421;740-22-2500;C;Rio de Janeiro;Normal;Feminino;Acessórios eletrônicos;84.05;3;126.075;2.647.575;23/01/2019;13:29;Dinheiro;252.15;4.761.904.762;126.075;9.8
422;271-88-8734;C;Rio de Janeiro;Membro;Feminino;Acessórios de moda;97.21;10;48.605;1.020.705;08/02/2019;13:00;Crédito;972.1;4.761.904.762;48.605;8.7
423;301-81-8610;B;São Paulo;Membro;Masculino;Acessórios de moda;25.42;8;10.168;213.528;19/03/2019;19:42;Crédito;203.36;4.761.904.762;10.168;6.7
424;489-64-4354;C;Rio de Janeiro;Normal;Masculino;Acessórios de moda;16.28;1;0.814;17.094;09/03/2019;15:36;Dinheiro;16.28;4.761.904.762;0.814;5
425;198-84-7132;B;São Paulo;Membro;Masculino;Acessórios de moda;40.61;9;182.745;3.837.645;02/01/2019;13:40;Dinheiro;365.49;4.761.904.762;182.745;7
426;269-10-8440;A;Belo Horizonte;Membro;Masculino;Saúde e beleza;53.17;7;186.095;3.907.995;21/01/2019;18:01;Dinheiro;372.19;4.761.904.762;186.095;8.9
427;650-98-6268;B;São Paulo;Membro;Feminino;Alimentos e bebidas;20.87;3;31.305;657.405;20/03/2019;13:53;Crédito;62.61;4.761.904.762;31.305;8
428;741-73-3559;B;São Paulo;Normal;Masculino;Esportes e viagens;67.27;5;168.175;3.531.675;27/02/2019;17:27;Dinheiro;336.35;4.761.904.762;168.175;6.9
429;325-77-6186;A;Belo Horizonte;Membro;Feminino;Casa e estilo de vida;90.65;10;45.325;951.825;08/03/2019;10:53;Débito;906.5;4.761.904.762;45.325;7.3
430;286-75-7818;B;São Paulo;Normal;Masculino;Acessórios de moda;69.08;2;6.908;145.068;31/01/2019;19:48;Crédito;138.16;4.761.904.762;6.908;6.9
431;574-57-9721;C;Rio de Janeiro;Normal;Masculino;Alimentos e bebidas;43.27;2;4.327;90.867;08/03/2019;16:53;Débito;86.54;4.761.904.762;4.327;5.7
432;459-50-7686;A;Belo Horizonte;Normal;Feminino;Acessórios eletrônicos;23.46;6;7.038;147.798;13/01/2019;19:14;Débito;140.76;4.761.904.762;7.038;6.4
433;616-87-0016;B;São Paulo;Normal;Masculino;Acessórios de moda;95.54;7;33.439;702.219;09/03/2019;14:36;Crédito;668.78;4.761.904.762;33.439;9.6
434;837-55-7229;B;São Paulo;Normal;Feminino;Acessórios de moda;47.44;1;2.372;49.812;22/02/2019;18:19;Crédito;47.44;4.761.904.762;2.372;6.8
435;751-69-0068;C;Rio de Janeiro;Normal;Masculino;Esportes e viagens;99.24;9;44.658;937.818;19/03/2019;19:09;Débito;893.16;4.761.904.762;44.658;9
436;257-73-1380;C;Rio de Janeiro;Membro;Masculino;Esportes e viagens;82.93;4;16.586;348.306;20/01/2019;16:51;Débito;331.72;4.761.904.762;16.586;9.6
437;345-08-4992;A;Belo Horizonte;Normal;Masculino;Casa e estilo de vida;33.99;6;10.197;214.137;08/03/2019;15:37;Crédito;203.94;4.761.904.762;10.197;7.7
438;549-96-4200;C;Rio de Janeiro;Membro;Masculino;Alimentos e bebidas;17.04;4;3.408;71.568;08/03/2019;20:15;Débito;68.16;4.761.904.762;3.408;7
439;810-60-6344;C;Rio de Janeiro;Normal;Feminino;Acessórios eletrônicos;40.86;8;16.344;343.224;07/02/2019;14:38;Crédito;326.88;4.761.904.762;16.344;6.5
440;450-28-2866;C;Rio de Janeiro;Membro;Masculino;Alimentos e bebidas;17.44;5;4.36;91.56;15/01/2019;19:25;Dinheiro;87.2;4.761.904.762;4.36;8.1
441;394-30-3170;B;São Paulo;Membro;Feminino;Esportes e viagens;88.43;8;35.372;742.812;22/03/2019;19:35;Crédito;707.44;4.761.904.762;35.372;4.3
442;138-17-5109;A;Belo Horizonte;Membro;Feminino;Casa e estilo de vida;89.21;9;401.445;8.430.345;15/01/2019;15:42;Crédito;802.89;4.761.904.762;401.445;6.5
443;192-98-7397;C;Rio de Janeiro;Normal;Masculino;Acessórios de moda;12.78;1;0.639;13.419;08/01/2019;14:11;Débito;12.78;4.761.904.762;0.639;9.5
444;301-11-9629;A;Belo Horizonte;Normal;Feminino;Esportes e viagens;19.1;7;6.685;140.385;15/01/2019;10:43;Dinheiro;133.7;4.761.904.762;6.685;9.7
445;390-80-5128;B;São Paulo;Membro;Feminino;Saúde e beleza;19.15;1;0.9575;201.075;28/01/2019;17:58;Crédito;19.15;4.761.904.762;0.9575;9.5
446;235-46-8343;C;Rio de Janeiro;Membro;Masculino;Alimentos e bebidas;27.66;10;13.83;290.43;14/02/2019;11:26;Crédito;276.6;4.761.904.762;13.83;8.9
447;453-12-7053;C;Rio de Janeiro;Normal;Masculino;Acessórios de moda;45.74;3;6.861;144.081;10/03/2019;17:38;Crédito;137.22;4.761.904.762;6.861;6.5
448;296-11-7041;B;São Paulo;Membro;Feminino;Saúde e beleza;27.07;1;13.535;284.235;12/01/2019;20:07;Crédito;27.07;4.761.904.762;13.535;5.3
449;449-27-2918;B;São Paulo;Membro;Feminino;Esportes e viagens;39.12;1;1.956;41.076;26/03/2019;11:02;Crédito;39.12;4.761.904.762;1.956;9.6
450;891-01-7034;B;São Paulo;Normal;Feminino;Acessórios eletrônicos;74.71;6;22.413;470.673;01/01/2019;19:07;Dinheiro;448.26;4.761.904.762;22.413;6.7
451;744-09-5786;B;São Paulo;Normal;Masculino;Acessórios eletrônicos;22.01;6;6.603;138.663;02/01/2019;18:50;Dinheiro;132.06;4.761.904.762;6.603;7.6
452;727-17-0390;A;Belo Horizonte;Normal;Feminino;Alimentos e bebidas;63.61;5;159.025;3.339.525;16/03/2019;12:43;Débito;318.05;4.761.904.762;159.025;4.8
453;568-88-3448;A;Belo Horizonte;Normal;Masculino;Saúde e beleza;25;1;1.25;26.25;03/03/2019;15:09;Débito;25;4.761.904.762;1.25;5.5
454;187-83-5490;A;Belo Horizonte;Membro;Masculino;Acessórios eletrônicos;20.77;4;4.154;87.234;31/01/2019;13:47;Dinheiro;83.08;4.761.904.762;4.154;4.7
455;767-54-1907;B;São Paulo;Membro;Feminino;Acessórios de moda;29.56;5;7.39;155.19;13/02/2019;16:59;Dinheiro;147.8;4.761.904.762;7.39;6.9
456;710-46-4433;B;São Paulo;Membro;Feminino;Alimentos e bebidas;77.4;9;34.83;731.43;15/02/2019;14:15;Crédito;696.6;4.761.904.762;34.83;4.5
457;533-33-5337;B;São Paulo;Normal;Masculino;Acessórios eletrônicos;79.39;10;39.695;833.595;07/02/2019;20:24;Dinheiro;793.9;4.761.904.762;39.695;6.2
458;325-90-8763;C;Rio de Janeiro;Membro;Feminino;Acessórios eletrônicos;46.57;10;23.285;488.985;27/01/2019;13:58;Dinheiro;465.7;4.761.904.762;23.285;7.6
459;729-46-7422;C;Rio de Janeiro;Normal;Masculino;Alimentos e bebidas;35.89;1;17.945;376.845;23/02/2019;16:52;Crédito;35.89;4.761.904.762;17.945;7.9
460;639-76-1242;C;Rio de Janeiro;Normal;Masculino;Alimentos e bebidas;40.52;5;10.13;212.73;03/02/2019;15:19;Dinheiro;202.6;4.761.904.762;10.13;4.5
461;234-03-4040;B;São Paulo;Membro;Feminino;Alimentos e bebidas;73.05;10;36.525;767.025;03/03/2019;12:25;Crédito;730.5;4.761.904.762;36.525;8.7
462;326-71-2155;C;Rio de Janeiro;Normal;Feminino;Esportes e viagens;73.95;4;14.79;310.59;03/02/2019;10:02;Dinheiro;295.8;4.761.904.762;14.79;6.1
463;320-32-8842;C;Rio de Janeiro;Membro;Feminino;Alimentos e bebidas;22.62;1;1.131;23.751;17/03/2019;18:58;Dinheiro;22.62;4.761.904.762;1.131;6.4
464;470-32-9057;A;Belo Horizonte;Membro;Masculino;Alimentos e bebidas;51.34;5;12.835;269.535;28/03/2019;15:31;Crédito;256.7;4.761.904.762;12.835;9.1
